country,week,gkg_n_docs,gkg_mean_tone
SO,2024-04-28,167,-2.6687833370355705
AF,2024-04-28,537,-1.178932742754702
HA,2024-04-28,96,-1.2532734540198172
VE,2024-04-28,145,-2.185680748305049
KE,2024-04-28,340,-0.9257900350038237
PE,2024-04-28,201,-1.03181929369227
BM,2024-04-28,61,-1.4205451273664726
CO,2024-04-28,192,-0.5420344760749788
ER,2024-04-28,66,-2.957740316644494
BL,2024-04-28,31,1.7980177613747166
EC,2024-04-28,79,-2.450155688555119
UZ,2024-04-28,73,1.705324005100232
NU,2024-04-28,49,-4.072650981401882
OD,2024-04-28,24,-1.6546761122489073
TI,2024-04-28,30,-1.4020093584046989
KG,2024-04-28,95,-2.118935159451184
PK,2024-05-05,1132,-1.2790000138317998
NU,2024-05-05,152,-2.3650012196527173
CO,2024-05-05,385,-2.712265512591126
AF,2024-05-05,450,-2.538343956350199
HA,2024-05-05,95,-2.0076709356290356
SU,2024-05-05,234,-4.8395579417879615
VE,2024-05-05,144,-0.32045013136550904
KE,2024-05-05,417,-3.546025922084506
UZ,2024-05-05,60,1.0483548671794483
BM,2024-05-05,73,-1.13377744345689
SO,2024-05-05,106,-2.123578000945887
TI,2024-05-05,35,0.24925015394540065
KG,2024-05-05,51,0.3872842391151477
ER,2024-05-05,20,0.26515915509122223
ET,2024-05-05,90,-0.51042917253542
EC,2024-05-05,60,-0.6551877796662275
PE,2024-05-05,116,-0.03944398907872532
OD,2024-05-05,22,-1.1849303149801997
BL,2024-05-05,23,-0.4761604939482265
KE,2024-05-12,306,-1.4345531090894783
PK,2024-05-12,1045,-1.752080896712468
BL,2024-05-12,110,-3.286892764744262
HA,2024-05-12,149,-2.3255176517947076
AF,2024-05-12,623,-4.526144640769263
SU,2024-05-12,143,-4.899471126644483
CO,2024-05-12,239,-1.5390075605614604
PE,2024-05-12,135,0.5387970680510633
SO,2024-05-12,67,-3.243446589046595
VE,2024-05-12,105,-1.310907578438904
NU,2024-05-12,22,-2.518750940540489
ET,2024-05-12,100,-0.9527623907606652
EC,2024-05-12,52,-0.9386965398482665
UZ,2024-05-12,56,0.8603213829237283
KG,2024-05-12,25,-1.0803088707972839
BM,2024-05-12,30,-0.5340011527936597
OD,2024-05-12,19,-2.3222922239899253
TI,2024-05-12,14,0.9561047196952754
ER,2024-05-12,13,-1.855713604105508
CO,2024-05-19,182,-0.27431176504248106
PE,2024-05-19,117,1.3271542263566842
PK,2024-05-19,1079,-1.859083850385043
HA,2024-05-19,218,-3.576944354632659
VE,2024-05-19,176,-0.6183830663682226
NU,2024-05-19,28,-1.098458334078814
AF,2024-05-19,556,-4.166371142747221
EC,2024-05-19,155,-2.066025693410115
ER,2024-05-19,6,1.3688249194375353
KG,2024-05-19,192,-1.9311660269284008
KE,2024-05-19,341,-1.6248919411305547
ET,2024-05-19,70,0.640682249423073
BL,2024-05-19,38,0.5309640661242327
SO,2024-05-19,60,-0.5818641494229541
UZ,2024-05-19,65,0.3777510734236441
OD,2024-05-19,30,-0.48358859294599077
SU,2024-05-19,95,-1.6838179491071723
TI,2024-05-19,50,0.4517921662104786
BM,2024-05-19,35,-0.7300862814265122
PK,2024-05-26,1127,-1.957830093675265
AF,2024-05-26,459,-2.5674730575930407
VE,2024-05-26,127,-1.3179265157625204
HA,2024-05-26,169,-2.581820747012543
CO,2024-05-26,261,0.17807435445074132
KE,2024-05-26,451,-0.8795012718703228
ET,2024-05-26,120,0.6451757214664935
EC,2024-05-26,59,-0.8120870761221487
PE,2024-05-26,247,-0.7629683861727157
SU,2024-05-26,164,-3.8142269640759845
BL,2024-05-26,45,-1.1721463912357661
BM,2024-05-26,130,3.8948190029590033
SO,2024-05-26,63,-0.9555037442991382
KG,2024-05-26,44,-1.9957615655660506
TI,2024-05-26,19,-0.7094055125384306
NU,2024-05-26,21,0.37629604780691295
OD,2024-05-26,24,-1.4932282452868249
UZ,2024-05-26,83,0.0760162561135706
ER,2024-05-26,27,0.28790363304807437
SU,2024-06-02,87,-2.6092357022103903
VE,2024-06-02,264,-2.2287491735495544
ER,2024-06-02,33,-1.4816710919355076
PK,2024-06-02,921,-1.1022885946511747
AF,2024-06-02,368,-2.3805305773086043
HA,2024-06-02,88,-1.0226920867077534
KE,2024-06-02,281,-0.5399396074911299
PE,2024-06-02,136,0.505279565764451
BL,2024-06-02,30,-1.4291610198101323
BM,2024-06-02,42,-1.5471880560275206
ET,2024-06-02,109,-0.8866792314839419
CO,2024-06-02,144,-0.6033116355265534
SO,2024-06-02,56,-0.8311114027132788
TI,2024-06-02,20,-0.6892169666158412
EC,2024-06-02,56,-0.24685519890145527
OD,2024-06-02,28,-1.1574171141755603
KG,2024-06-02,31,-0.17295095667026605
UZ,2024-06-02,33,1.7662164392395177
NU,2024-06-02,26,-1.494914149066509
PK,2024-06-09,1283,-1.2916310090969667
AF,2024-06-09,301,-2.282007926153267
VE,2024-06-09,230,-2.7181698247569925
BM,2024-06-09,45,-0.7241646709943549
SU,2024-06-09,220,-3.3063769221981967
SO,2024-06-09,90,-2.634408480093813
HA,2024-06-09,424,-2.025695922570913
KE,2024-06-09,411,-1.0019731529031115
CO,2024-06-09,339,-2.1507338686508026
PE,2024-06-09,251,-1.2815774737065986
NU,2024-06-09,101,-3.911124498683656
ET,2024-06-09,179,-1.662591357627823
EC,2024-06-09,146,-2.969841310158861
UZ,2024-06-09,121,-2.6315358066016588
OD,2024-06-09,43,-0.27535954047803957
BL,2024-06-09,70,-0.766754329180556
ER,2024-06-09,17,-2.251695320715387
TI,2024-06-09,26,0.5795458934726209
KG,2024-06-09,43,0.9681296688478356
PK,2024-06-16,1187,-1.6785730909259564
CO,2024-06-16,314,-0.88373636124922
AF,2024-06-16,520,-3.0017637954771192
PE,2024-06-16,133,-0.14492612633110105
SO,2024-06-16,186,-2.0828342477830772
ET,2024-06-16,107,-1.5828680291451969
SU,2024-06-16,385,-3.555274400779271
EC,2024-06-16,179,-0.9809102712610374
HA,2024-06-16,107,-2.559302242055481
TI,2024-06-16,99,-4.2484846220375685
OD,2024-06-16,64,-3.26968455460748
VE,2024-06-16,207,-1.8890525859708134
KE,2024-06-16,483,-1.4999307545952199
BM,2024-06-16,65,-2.4646766749697915
UZ,2024-06-16,67,-1.0705157652567128
KG,2024-06-16,35,-1.2710577039972228
NU,2024-06-16,49,-1.7182727360920373
BL,2024-06-16,44,-0.6947520174966628
ER,2024-06-16,13,-2.1353225088678434
KE,2024-06-23,371,-2.3306610182936924
AF,2024-06-23,724,-1.979134686798048
ET,2024-06-23,89,-0.39606419217974453
BL,2024-06-23,73,-1.8598714986260874
PK,2024-06-23,1042,-2.7543838886064123
CO,2024-06-23,291,0.5294993373394067
PE,2024-06-23,173,-0.9087446256395723
EC,2024-06-23,125,-0.7669301028215931
SU,2024-06-23,118,-3.801138598945027
BM,2024-06-23,58,-2.1790625061733464
OD,2024-06-23,43,-1.5418424048492048
VE,2024-06-23,226,-3.1852195036011066
NU,2024-06-23,32,-0.7199981687901404
ER,2024-06-23,25,-0.46930977438576205
TI,2024-06-23,48,-1.9528813791624067
KG,2024-06-23,29,0.8955478535573298
UZ,2024-06-23,62,-0.37637246276041664
HA,2024-06-23,50,-1.542433536003349
SO,2024-06-23,50,-3.2057199311450826
PK,2024-06-30,981,-1.697584229620179
AF,2024-06-30,458,-2.0600156943517454
BM,2024-06-30,317,-2.9071482896543124
ET,2024-06-30,164,-4.1918262126757
SU,2024-06-30,165,-4.874684396934253
VE,2024-06-30,283,-1.9706497633689122
CO,2024-06-30,155,-0.9829100788596522
TI,2024-06-30,46,0.25875951352973736
KE,2024-06-30,371,-1.845641640182557
PE,2024-06-30,174,0.16376862183436208
EC,2024-06-30,77,-2.1504264329955416
SO,2024-06-30,90,-0.28697961283112466
UZ,2024-06-30,92,0.3690196450693971
HA,2024-06-30,116,-3.653652675549016
KG,2024-06-30,39,-0.5447639424446644
BL,2024-06-30,129,-2.7028458833290876
NU,2024-06-30,50,-1.6063349392404733
OD,2024-06-30,37,-1.492187260946924
ER,2024-06-30,35,-0.5852475473762313
VE,2024-07-07,747,-4.544300268096556
PK,2024-07-07,800,-2.0064920378625244
PE,2024-07-07,142,-1.3185737346817943
AF,2024-07-07,362,-1.9408105472688773
KE,2024-07-07,446,-2.432763820930239
EC,2024-07-07,43,-0.49929448133135723
BL,2024-07-07,41,-0.04044421947233611
SO,2024-07-07,50,-0.2582594541460132
SU,2024-07-07,148,-2.1991621041570673
UZ,2024-07-07,64,0.5292062833798019
HA,2024-07-07,47,-1.6609435044236551
CO,2024-07-07,249,-0.6492056442010077
BM,2024-07-07,48,-1.4732051454585244
KG,2024-07-07,48,-1.1676154534451564
ET,2024-07-07,85,0.12673235024143642
OD,2024-07-07,44,-0.02347907422630415
TI,2024-07-07,37,1.2715741161410385
NU,2024-07-07,12,-1.9674311873968569
ER,2024-07-07,23,-2.5617338379301358
NU,2024-07-14,61,-1.269532977380124
AF,2024-07-14,292,-2.477062115581846
BL,2024-07-14,61,-5.487378359504702
PK,2024-07-14,1137,-2.7400344602444866
CO,2024-07-14,317,-0.05909724485784101
VE,2024-07-14,277,-2.6888417181548037
PE,2024-07-14,123,0.07473655087951434
BM,2024-07-14,64,-1.8528908537895656
TI,2024-07-14,21,-0.20410684333457224
KE,2024-07-14,331,-2.542213909751744
SO,2024-07-14,71,-4.404799038040364
SU,2024-07-14,100,-2.5128620004961064
EC,2024-07-14,67,-0.7789758084115987
UZ,2024-07-14,44,1.1903872193785816
ET,2024-07-14,71,-0.9877583501500256
HA,2024-07-14,48,-1.8996862212233252
KG,2024-07-14,22,0.2708497539139933
ER,2024-07-14,15,0.14266860785383784
OD,2024-07-14,31,-1.3117698142839773
KE,2024-07-21,434,-1.395630828895709
AF,2024-07-21,566,-2.1210672527413217
PK,2024-07-21,1570,-4.196331669600626
VE,2024-07-21,146,-2.0150319932252465
BM,2024-07-21,50,-1.2829398922649942
OD,2024-07-21,270,0.9018271796960308
CO,2024-07-21,235,-0.32270514127582783
KG,2024-07-21,21,0.4225134500645754
TI,2024-07-21,14,-4.620544654852191
UZ,2024-07-21,71,-0.6283217764912139
EC,2024-07-21,42,-0.6673741161413395
SO,2024-07-21,117,-0.352301039445615
HA,2024-07-21,75,-0.6410991231470743
SU,2024-07-21,109,-0.7975272004953073
ET,2024-07-21,113,-0.15941818442824526
ER,2024-07-21,48,1.083711301907499
NU,2024-07-21,96,-0.40367512074162576
BL,2024-07-21,47,-4.982121621525279
PE,2024-07-21,113,0.661748303055228
ET,2024-07-28,141,-0.7475019486933472
PK,2024-07-28,1039,-2.3546477467060583
OD,2024-07-28,156,0.8884338595914852
CO,2024-07-28,465,-1.3414125035669273
VE,2024-07-28,764,-1.92665308409385
AF,2024-07-28,310,-2.019405542874483
SO,2024-07-28,67,-2.14732836245538
SU,2024-07-28,110,-2.432166664955106
KE,2024-07-28,308,-1.105084334873744
UZ,2024-07-28,88,0.27910490084192596
EC,2024-07-28,136,-1.4005212096475819
PE,2024-07-28,176,0.4336517788834225
BL,2024-07-28,168,-2.932898329342675
HA,2024-07-28,199,-2.2279855032894478
BM,2024-07-28,57,-0.4253715132319359
KG,2024-07-28,28,-0.7532440990153216
ER,2024-07-28,70,-3.4852532129333382
NU,2024-07-28,40,-0.42417576933116125
TI,2024-07-28,24,-1.597477221729716
VE,2024-08-04,559,-2.6418571443058116
CO,2024-08-04,392,-0.026977290443162598
PK,2024-08-04,1277,-4.332506943945851
KE,2024-08-04,448,-2.31690516216592
AF,2024-08-04,273,-3.13551125276695
HA,2024-08-04,127,-2.186700934813094
OD,2024-08-04,80,-1.0556459555911457
EC,2024-08-04,64,-1.8880892891150483
BL,2024-08-04,48,-1.7544030103290635
NU,2024-08-04,58,-1.1794593457931033
UZ,2024-08-04,117,-0.4776980184369104
BM,2024-08-04,24,-0.9389570593316039
TI,2024-08-04,15,1.8566476426612628
SO,2024-08-04,125,-5.906439862069137
SU,2024-08-04,126,-5.116064301613254
ER,2024-08-04,9,1.4008933945949
PE,2024-08-04,114,-0.6386054120476339
ET,2024-08-04,116,-1.6721982202000272
KG,2024-08-04,25,-0.22761639561830904
PK,2024-08-11,1385,-1.6738024040358144
TI,2024-08-11,18,1.3996399720515302
AF,2024-08-11,649,-2.543018101296716
SO,2024-08-11,166,-2.4162011004677253
ET,2024-08-11,453,-0.4924407481212959
VE,2024-08-11,588,-2.8586656853456467
NU,2024-08-11,30,-1.0112705858791082
CO,2024-08-11,357,-0.3898911246419402
UZ,2024-08-11,86,2.1808975209596277
KE,2024-08-11,769,0.4918323947126371
SU,2024-08-11,127,-2.0393570277394555
BM,2024-08-11,59,-1.5594731488772358
PE,2024-08-11,149,-0.3828360008195003
EC,2024-08-11,120,-1.296938385172008
HA,2024-08-11,53,-1.2599884509228307
OD,2024-08-11,57,-0.5710047936713128
KG,2024-08-11,34,0.126470011243493
ER,2024-08-11,21,-0.5851876418168297
BL,2024-08-11,26,-0.5680846030145852
PK,2024-08-18,898,-1.8318423464892108
SU,2024-08-18,224,-4.691086233898491
ET,2024-08-18,117,0.710234179796036
BM,2024-08-18,123,-2.5941124932030357
VE,2024-08-18,633,-2.0597652393897254
AF,2024-08-18,547,-2.330213830570649
CO,2024-08-18,692,-0.455078096015425
BL,2024-08-18,34,-1.854891773997346
NU,2024-08-18,33,-0.45599748127444567
HA,2024-08-18,59,-1.256647974286392
KE,2024-08-18,317,-0.7759645988317853
EC,2024-08-18,35,-0.234152528836807
SO,2024-08-18,66,-1.7102864004924494
PE,2024-08-18,91,-0.8499865699583007
TI,2024-08-18,17,0.1263455082134105
KG,2024-08-18,20,2.8508395094899788
OD,2024-08-18,42,-0.027300817747437988
UZ,2024-08-18,34,1.3975167488541416
ER,2024-08-18,11,1.0089758200080121
PK,2024-08-25,1254,-3.3409715792340817
AF,2024-08-25,995,-5.448119876610346
VE,2024-08-25,455,-2.426398751447375
CO,2024-08-25,386,-2.369044320770389
KE,2024-08-25,353,-1.3045044365918443
PE,2024-08-25,102,1.007205093821315
ET,2024-08-25,165,-3.5738745405652224
ER,2024-08-25,18,-4.544501236301571
SU,2024-08-25,255,-2.6961473439002726
SO,2024-08-25,69,-1.7320072843129044
OD,2024-08-25,77,-1.2886895075476559
HA,2024-08-25,41,-0.38008063351008986
BM,2024-08-25,67,-3.656559666760616
NU,2024-08-25,29,-2.4445147384325847
EC,2024-08-25,34,0.5328038920349606
UZ,2024-08-25,42,1.4277282558857922
BL,2024-08-25,21,0.6232311945817329
TI,2024-08-25,26,-1.3619054194860156
KG,2024-08-25,32,0.282684246338331
AF,2024-09-01,1184,-2.9290565053979645
CO,2024-09-01,331,-1.0485303748959123
PK,2024-09-01,937,-1.8455876467275276
PE,2024-09-01,168,0.38565526180100274
KE,2024-09-01,400,-0.6243155635161108
ET,2024-09-01,193,-0.7209028669931533
TI,2024-09-01,48,-4.1432449600485945
EC,2024-09-01,94,-2.0205711055724436
VE,2024-09-01,240,-3.2881909012916752
SO,2024-09-01,68,-1.1395184898719433
SU,2024-09-01,111,-3.6952429665592716
OD,2024-09-01,33,-2.3304484429569827
HA,2024-09-01,97,-2.5116886012757553
NU,2024-09-01,80,-2.9795780558188865
ER,2024-09-01,22,-3.247015166649787
UZ,2024-09-01,61,2.9656817342912385
KG,2024-09-01,43,0.7293138028964132
BL,2024-09-01,35,-0.9000570522208682
BM,2024-09-01,42,-1.8167707153774917
ET,2024-09-08,387,-2.0708170033587927
PK,2024-09-08,1115,-1.8230983969124435
BM,2024-09-08,46,-0.19901078323530294
AF,2024-09-08,500,-1.635222991433886
KE,2024-09-08,346,-1.3270405123867914
VE,2024-09-08,975,-2.70588701277933
NU,2024-09-08,25,-1.0729045730602969
CO,2024-09-08,220,-1.285381357481558
SU,2024-09-08,342,-4.385293628380149
BL,2024-09-08,47,-2.061076867617531
ER,2024-09-08,196,-3.5386951440660144
PE,2024-09-08,105,0.432927732971758
SO,2024-09-08,58,-2.2106949746829905
EC,2024-09-08,54,-0.04225698945251744
HA,2024-09-08,74,-1.730111040296614
KG,2024-09-08,41,-0.1865790347059993
TI,2024-09-08,23,-1.0091809499266542
OD,2024-09-08,37,-1.7951185089699413
UZ,2024-09-08,42,1.1401430598696154
BM,2024-09-15,127,-4.433356777044156
VE,2024-09-15,921,-4.246729961614612
PK,2024-09-15,917,-1.133582940380506
PE,2024-09-15,151,-0.9967966640476926
CO,2024-09-15,903,-2.0218115950043414
AF,2024-09-15,984,-4.27630316385599
BL,2024-09-15,261,-3.444339045702226
KE,2024-09-15,294,-1.1108614705698459
SU,2024-09-15,343,-4.365373547027854
ER,2024-09-15,268,-4.990227502508332
HA,2024-09-15,945,-3.7091441326498966
KG,2024-09-15,40,-0.45796418846508297
UZ,2024-09-15,72,1.0320438251824653
SO,2024-09-15,104,-1.3681520744555908
ET,2024-09-15,141,0.15286597306061064
EC,2024-09-15,62,-0.6128317292338653
NU,2024-09-15,126,2.6551185753985056
OD,2024-09-15,35,-0.8773943863720272
TI,2024-09-15,20,-0.2694377128290277
PK,2024-09-22,1006,-1.319723330902977
EC,2024-09-22,70,-2.512624357092614
SU,2024-09-22,418,-2.473320732927959
KE,2024-09-22,773,-2.297188481361963
ET,2024-09-22,84,-0.7871056208758921
VE,2024-09-22,243,-2.6529980302700173
NU,2024-09-22,231,-2.2770242705155734
HA,2024-09-22,523,-2.695264061736683
CO,2024-09-22,204,-0.5194523259606516
BM,2024-09-22,47,-2.050944606839804
PE,2024-09-22,106,-0.07310984600139599
KG,2024-09-22,24,-0.0344608340690103
AF,2024-09-22,330,-2.7049132268991953
BL,2024-09-22,36,-1.2097190121692514
TI,2024-09-22,40,-3.2470968651405387
ER,2024-09-22,13,0.31514349916940526
SO,2024-09-22,64,-2.016474738673205
OD,2024-09-22,43,-0.3173361483577421
UZ,2024-09-22,58,2.000264834897558
VE,2024-09-29,315,-3.8465511024903676
SU,2024-09-29,186,-3.0972412980085164
PK,2024-09-29,1031,-2.363218920103563
AF,2024-09-29,564,-1.6830963225073672
KE,2024-09-29,360,-1.168260576248044
UZ,2024-09-29,73,2.514694947079704
BM,2024-09-29,27,-1.529468687689855
HA,2024-09-29,327,-2.5061164147333455
ET,2024-09-29,279,-1.3225526553503049
ER,2024-09-29,19,-0.14500873367001882
EC,2024-09-29,89,1.205878315352453
SO,2024-09-29,119,-3.7280833051186755
NU,2024-09-29,56,0.24851265560607022
CO,2024-09-29,191,0.039544762046172965
PE,2024-09-29,127,0.37422831524204847
BL,2024-09-29,33,-0.7417736927698682
TI,2024-09-29,9,-1.1043669405281513
KG,2024-09-29,33,0.6916996711930136
OD,2024-09-29,31,-1.434712384228047
PK,2024-10-06,1195,-2.8490000699797844
EC,2024-10-06,283,-0.2993926447559375
HA,2024-10-06,281,-4.760748989452471
TI,2024-10-06,41,-0.4507734066944448
KG,2024-10-06,50,0.39102048152973273
UZ,2024-10-06,78,-1.236001784885149
PE,2024-10-06,267,0.36870511402276535
VE,2024-10-06,196,-1.645341172274228
NU,2024-10-06,42,-1.4249435120291625
KE,2024-10-06,320,-1.7491668828646785
BL,2024-10-06,54,-0.40268677278910103
SU,2024-10-06,120,-3.004717011798743
ET,2024-10-06,118,-3.171707851635026
OD,2024-10-06,29,-1.165552810897242
AF,2024-10-06,400,-3.513342364504993
BM,2024-10-06,37,-0.41803766643715756
CO,2024-10-06,137,0.43803332821385577
SO,2024-10-06,90,-4.529443443876001
ER,2024-10-06,64,-6.376873583333567
KE,2024-10-13,472,-0.2619361932570257
PK,2024-10-13,956,-1.3252969401153023
BL,2024-10-13,56,-0.9542435896743856
PE,2024-10-13,148,0.536874480483015
EC,2024-10-13,49,-0.826817806543272
AF,2024-10-13,436,-2.1329912675533915
ET,2024-10-13,215,0.5186310578764556
SO,2024-10-13,63,-1.7354826803440038
HA,2024-10-13,199,-1.6513077243224832
CO,2024-10-13,253,-0.4302964711543317
NU,2024-10-13,49,-2.58309933750929
UZ,2024-10-13,121,-0.7083170300230176
SU,2024-10-13,146,-2.854925899721108
TI,2024-10-13,107,-1.2068277384089636
VE,2024-10-13,401,-2.8298366666083004
BM,2024-10-13,39,-2.586254753703645
OD,2024-10-13,39,-0.9006048968355751
KG,2024-10-13,115,-0.667274378275706
ER,2024-10-13,28,-1.7355979093753784
PK,2024-10-20,1055,-1.2669988777718042
VE,2024-10-20,353,-3.0906435032069592
PE,2024-10-20,109,-0.15913825993224542
HA,2024-10-20,184,-2.440478860519548
BM,2024-10-20,81,-2.5883741797540485
CO,2024-10-20,330,-0.4934206919212655
BL,2024-10-20,62,1.0172499666980468
KE,2024-10-20,352,-0.7805902548993277
OD,2024-10-20,27,-0.6637782115026888
AF,2024-10-20,421,-1.4140779752421688
EC,2024-10-20,66,-0.31593863050720933
SO,2024-10-20,49,-1.2177477817612918
ET,2024-10-20,169,-0.6509155507045605
TI,2024-10-20,37,-1.5070890758813706
SU,2024-10-20,104,-2.2557585080709104
KG,2024-10-20,33,-0.463419472926663
UZ,2024-10-20,51,0.089166315092994
NU,2024-10-20,14,-2.2848732716762403
ER,2024-10-20,19,-2.6482778257318578
PK,2024-10-27,1010,-1.473108979256131
KE,2024-10-27,366,-0.15648364024452682
AF,2024-10-27,301,-3.011600109754511
ET,2024-10-27,228,0.7238218681860635
OD,2024-10-27,30,-3.4632068832415253
VE,2024-10-27,331,-2.013783140183714
PE,2024-10-27,98,0.17189801253480463
SO,2024-10-27,74,-2.2121913815534886
SU,2024-10-27,175,-6.075445949125166
EC,2024-10-27,119,0.7764369741891343
HA,2024-10-27,357,-1.0073665183438478
BM,2024-10-27,35,-1.7118896452735954
NU,2024-10-27,32,-3.1319566975907427
CO,2024-10-27,416,-0.3371750987061537
BL,2024-10-27,148,-4.843597509414774
UZ,2024-10-27,148,1.525448295848366
TI,2024-10-27,12,-2.5129302371915228
KG,2024-10-27,29,0.366725252863307
ER,2024-10-27,12,-2.49858823543653
HA,2024-11-03,183,-1.6419489107013336
KE,2024-11-03,501,0.6905018514071212
VE,2024-11-03,1009,-5.322451574238237
PK,2024-11-03,1266,-2.588156460432688
PE,2024-11-03,126,1.2205765051194364
NU,2024-11-03,30,-1.733706027220175
SO,2024-11-03,289,-3.3520048126593713
ET,2024-11-03,257,-1.3408701025117469
CO,2024-11-03,239,-0.24904208893553398
SU,2024-11-03,122,-4.362997156711303
AF,2024-11-03,280,-2.200411135962667
BL,2024-11-03,89,-4.592838647346556
OD,2024-11-03,85,-5.33258403841804
UZ,2024-11-03,48,1.2534834126814516
TI,2024-11-03,22,-1.0309069328585385
KG,2024-11-03,26,0.9586852601894074
BM,2024-11-03,58,-0.9535485348333339
ER,2024-11-03,14,-2.515643257485475
EC,2024-11-03,43,-1.3161136180171895
PK,2024-11-10,844,-2.2889920118597544
KE,2024-11-10,562,-0.20099519033659044
AF,2024-11-10,973,-0.8300526388140057
VE,2024-11-10,289,-4.00161676390325
PE,2024-11-10,298,0.526864806230071
CO,2024-11-10,166,-0.37803323786660287
SO,2024-11-10,62,-2.3848843555347985
SU,2024-11-10,119,-2.3195505844988378
OD,2024-11-10,51,-0.6590457617573598
EC,2024-11-10,73,-0.8267394009950183
BL,2024-11-10,59,-2.3626754534007213
NU,2024-11-10,64,-2.0479747811572717
HA,2024-11-10,118,-3.344227903458179
ET,2024-11-10,94,-0.7133764619262297
BM,2024-11-10,34,-1.6259591831301397
UZ,2024-11-10,49,0.852226466458336
KG,2024-11-10,29,1.3833456276778053
ER,2024-11-10,13,-1.020320308822761
TI,2024-11-10,17,0.4092253886137823
PE,2024-11-17,1520,-0.9136292685335073
BL,2024-11-17,73,-1.2065989013295682
PK,2024-11-17,887,-2.083374391919282
SU,2024-11-17,102,-2.2779938900812096
NU,2024-11-17,281,-3.441969500258971
ET,2024-11-17,149,0.1433368163508468
KG,2024-11-17,34,0.4381746300021058
VE,2024-11-17,385,-0.6545608381925514
KE,2024-11-17,350,-1.1924965410428123
AF,2024-11-17,527,-2.401715387965306
CO,2024-11-17,119,0.487256149808633
SO,2024-11-17,56,-0.3124018634055883
OD,2024-11-17,31,-2.068701056775301
EC,2024-11-17,69,-0.5640165052355595
TI,2024-11-17,26,0.005334913932591334
HA,2024-11-17,92,-1.9549391437204755
UZ,2024-11-17,148,2.8028453598230687
ER,2024-11-17,175,0.9600902616851442
BM,2024-11-17,25,-0.6611663937246738
HA,2024-11-24,219,-1.9308155110490366
KE,2024-11-24,573,-1.9716848804344227
SO,2024-11-24,87,-2.286914369295842
ET,2024-11-24,196,-1.4970364238210234
NU,2024-11-24,127,-2.497879296760114
CO,2024-11-24,343,-1.2462179225343664
VE,2024-11-24,309,-3.188036591895841
AF,2024-11-24,420,-2.554510947759391
PK,2024-11-24,1067,-3.219123803004781
BL,2024-11-24,205,-3.5901335876742224
PE,2024-11-24,356,-2.3384058315676994
BM,2024-11-24,81,-3.380002943664061
UZ,2024-11-24,138,-1.3331215160015675
SU,2024-11-24,132,-2.645005236824715
OD,2024-11-24,33,-2.0232482411384805
EC,2024-11-24,74,-2.9314078293923425
KG,2024-11-24,21,-1.5241446879525369
ER,2024-11-24,3,-0.6041236092090472
TI,2024-11-24,15,-0.45081701253090095
AF,2024-12-01,379,-2.8639046104388606
KG,2024-12-01,45,1.1086044405671516
TI,2024-12-01,48,1.0088533504332977
PK,2024-12-01,1052,-2.1603842703819263
UZ,2024-12-01,80,1.1815937230076785
ET,2024-12-01,451,-0.9168569134367454
BM,2024-12-01,48,-3.4310382806900397
EC,2024-12-01,373,-2.5190185130175857
CO,2024-12-01,247,-1.7164430648804772
OD,2024-12-01,60,-3.066852922668617
KE,2024-12-01,564,-1.1974246904326789
SU,2024-12-01,107,-2.38325384366559
SO,2024-12-01,79,-2.6759186698401396
PE,2024-12-01,280,-1.393411321934324
VE,2024-12-01,208,-2.8134857248017258
ER,2024-12-01,22,-1.3747219095816243
BL,2024-12-01,90,-6.792302335532317
NU,2024-12-01,44,-1.5177279647074278
HA,2024-12-01,61,-2.386139077790335
CO,2024-12-08,171,-0.8486211016037631
PK,2024-12-08,811,-1.877145736610032
PE,2024-12-08,174,1.5178509781591674
VE,2024-12-08,199,-1.0660459929259734
AF,2024-12-08,334,-3.100661704898725
KE,2024-12-08,465,-0.8895102042389793
OD,2024-12-08,38,-1.4425552111468634
SO,2024-12-08,105,-0.15487904467765928
NU,2024-12-08,38,-1.7285095484353215
SU,2024-12-08,179,-2.5152097928996673
ET,2024-12-08,119,0.21273328701197985
BM,2024-12-08,88,1.2747504767998792
HA,2024-12-08,131,-1.721115540414274
KG,2024-12-08,17,-0.4942182748923758
EC,2024-12-08,54,0.6152606097922154
UZ,2024-12-08,41,-0.8814060865370158
ER,2024-12-08,15,-1.606651631439609
BL,2024-12-08,42,-0.9327526516691559
TI,2024-12-08,12,-0.053119031960966234
PK,2024-12-15,1032,-1.2993768276483946
VE,2024-12-15,448,1.2075622133786947
CO,2024-12-15,132,0.04010681450121912
KE,2024-12-15,334,-0.10556913764480484
PE,2024-12-15,327,0.8579513529548634
AF,2024-12-15,340,-2.356574466172324
BM,2024-12-15,34,-0.5526386352107275
UZ,2024-12-15,45,-1.1242067649129708
SU,2024-12-15,165,-0.9265928849134606
HA,2024-12-15,111,-0.361894620707573
BL,2024-12-15,69,-0.7979500592866877
SO,2024-12-15,68,-1.2536796305052673
ET,2024-12-15,104,-0.014024005569643245
NU,2024-12-15,28,-0.685558036541107
EC,2024-12-15,33,0.39966545102679635
OD,2024-12-15,37,-1.6852632328268917
TI,2024-12-15,19,-2.259213050978677
KG,2024-12-15,21,0.21483314730302278
ER,2024-12-15,20,-0.5763621995607704
PK,2024-12-22,886,-1.9397040149868918
AF,2024-12-22,324,-2.648006892652485
BL,2024-12-22,31,-0.6066314487991051
